Channel,Province,Gender,Race,Age_Group,Day_Name,Day_Type,Time_Period,Total_Views,Unique_Viewers,Total_Minutes,Total_Hours,Avg_Minutes_Per_View,Max_Session_Minutes,Min_Session_Minutes,High_Engagement_Views,Medium_Engagement_Views,Low_Engagement_Views
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,35-44,Monday,Weekday,Afternoon,1,1,280,4.67,280,280,280,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,35-44,Wednesday,Weekday,Afternoon,8,7,2886,48.1,360.75,1412,58,7,1,0
Africa Magic,Gauteng,Male,Coloured,35-44,Thursday,Weekday,Morning,1,1,28,0.47,28,28,28,0,0,1
CNN,KwaZulu-Natal,Male,Unknown,35-44,Saturday,Weekend,Afternoon,1,1,104,1.73,104,104,104,0,1,0
Channel O,Mpumalanga,Male,Unknown,25-34,Monday,Weekday,Late Night,1,1,9,0.15,9,9,9,0,0,1
Africa Magic,Mpumalanga,Male,Black,35-44,Saturday,Weekend,Afternoon,3,3,1162,19.37,387.33,798,54,2,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Black,25-34,Thursday,Weekday,Afternoon,2,2,320,5.33,160,282,38,1,1,0
Africa Magic,KwaZulu-Natal,Female,Black,25-34,Saturday,Weekend,Late Night,1,1,1060,17.67,1060,1060,1060,1,0,0
Africa Magic,Eastern Cape,Female,Black,35-44,Tuesday,Weekday,Prime Time,1,1,99,1.65,99,99,99,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Black,25-34,Saturday,Weekend,Prime Time,4,4,332,5.53,83,148,28,1,2,1
Supersport Live Events,KwaZulu-Natal,Male,Black,35-44,Thursday,Weekday,Afternoon,1,1,2772,46.2,2772,2772,2772,1,0,0
Channel O,KwaZulu-Natal,Male,Unknown,18-24,Friday,Weekday,Afternoon,2,2,81,1.35,40.5,69,12,0,1,1
Channel O,KwaZulu-Natal,Male,Black,25-34,Tuesday,Weekday,Prime Time,1,1,12,0.2,12,12,12,0,0,1
CNN,KwaZulu-Natal,Male,Indian_asian,25-34,Wednesday,Weekday,Late Night,1,1,395,6.58,395,395,395,1,0,0
Trace TV,Eastern Cape,Female,Unknown,Under 18,Saturday,Weekend,Prime Time,1,1,5313,88.55,5313,5313,5313,1,0,0
Trace TV,KwaZulu-Natal,Male,Indian_asian,18-24,Thursday,Weekday,Night,3,3,2727,45.45,909,1497,417,3,0,0
ICC Cricket World Cup 2011,Gauteng,Male,White,25-34,Wednesday,Weekday,Afternoon,9,9,5856,97.6,650.67,3308,16,6,2,1
Channel O,Gauteng,Male,Black,25-34,Saturday,Weekend,Morning,7,7,3807,63.45,543.86,3270,21,2,3,2
ICC Cricket World Cup 2011,Free State,Male,Unknown,25-34,Tuesday,Weekday,Prime Time,1,1,14,0.23,14,14,14,0,0,1
SuperSport Blitz,KwaZulu-Natal,Male,Indian_asian,35-44,Thursday,Weekday,Late Night,1,1,916,15.27,916,916,916,1,0,0
Africa Magic,Northern Cape,Male,Black,25-34,Friday,Weekday,Prime Time,2,2,258,4.3,129,204,54,1,1,0
Channel O,Unknown,null,Unknown,55+,Saturday,Weekend,Morning,2,2,798,13.3,399,633,165,2,0,0
Boomerang,KwaZulu-Natal,Male,Coloured,18-24,Wednesday,Weekday,Night,1,1,71,1.18,71,71,71,0,1,0
Boomerang,Western Cape,Male,Coloured,25-34,Saturday,Weekend,Afternoon,2,2,533,8.88,266.5,325,208,2,0,0
E! Entertainment,KwaZulu-Natal,Male,Unknown,18-24,Thursday,Weekday,Afternoon,1,1,154,2.57,154,154,154,1,0,0
SuperSport Blitz,Eastern Cape,Male,Black,25-34,Friday,Weekday,Night,1,1,274,4.57,274,274,274,1,0,0
Channel O,Western Cape,Male,Coloured,25-34,Sunday,Weekend,Night,1,1,459,7.65,459,459,459,1,0,0
Channel O,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Late Night,1,1,906,15.1,906,906,906,1,0,0
Supersport Live Events,Western Cape,Male,Unknown,25-34,Monday,Weekday,Afternoon,1,1,108,1.8,108,108,108,0,1,0
Boomerang,Eastern Cape,Male,Coloured,18-24,Monday,Weekday,Afternoon,1,1,290,4.83,290,290,290,1,0,0
CNN,Gauteng,Female,Unknown,25-34,Tuesday,Weekday,Morning,1,1,13,0.22,13,13,13,0,0,1
Supersport Live Events,Gauteng,Male,Indian_asian,18-24,Thursday,Weekday,Afternoon,4,3,1386,23.1,346.5,1288,4,1,2,1
SuperSport Blitz,Eastern Cape,Male,Black,35-44,Tuesday,Weekday,Afternoon,1,1,558,9.3,558,558,558,1,0,0
Trace TV,KwaZulu-Natal,Male,Black,25-34,Monday,Weekday,Prime Time,1,1,1563,26.05,1563,1563,1563,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,25-34,Wednesday,Weekday,Afternoon,9,8,1328,22.13,147.56,234,6,7,1,1
Supersport Live Events,KwaZulu-Natal,Male,Black,45-54,Monday,Weekday,Afternoon,1,1,50,0.83,50,50,50,0,1,0
Boomerang,Western Cape,Male,Coloured,35-44,Sunday,Weekend,Prime Time,1,1,1298,21.63,1298,1298,1298,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Black,25-34,Sunday,Weekend,Night,2,2,2604,43.4,1302,2062,542,2,0,0
SuperSport Blitz,Western Cape,Male,Black,35-44,Monday,Weekday,Prime Time,1,1,128,2.13,128,128,128,1,0,0
CNN,Gauteng,Male,Black,25-34,Friday,Weekday,Afternoon,1,1,142,2.37,142,142,142,1,0,0
ICC Cricket World Cup 2011,Eastern Cape,Male,Black,18-24,Thursday,Weekday,Morning,1,1,1788,29.8,1788,1788,1788,1,0,0
Channel O,Gauteng,Male,Black,25-34,Saturday,Weekend,Afternoon,7,6,12939,215.65,1848.43,5655,51,5,2,0
E! Entertainment,Eastern Cape,Male,Other,25-34,Friday,Weekday,Afternoon,1,1,758,12.63,758,758,758,1,0,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,25-34,Saturday,Weekend,Afternoon,5,5,8488,141.47,1697.6,6556,46,3,2,0
SawSee,Gauteng,Male,Black,35-44,Wednesday,Weekday,Afternoon,1,1,210,3.5,210,210,210,1,0,0
Cartoon Network,Gauteng,Male,White,25-34,Sunday,Weekend,Prime Time,1,1,24,0.4,24,24,24,0,0,1
Supersport Live Events,Western Cape,Male,Coloured,25-34,Thursday,Weekday,Morning,3,3,2244,37.4,748,1154,512,3,0,0
Vuzu,North West,Male,White,35-44,Saturday,Weekend,Prime Time,1,1,18,0.3,18,18,18,0,0,1
Supersport Live Events,Gauteng,Male,Black,55+,Tuesday,Weekday,Prime Time,1,1,62,1.03,62,62,62,0,1,0
Cartoon Network,North West,Male,Black,25-34,Saturday,Weekend,Prime Time,1,1,211,3.52,211,211,211,1,0,0
SuperSport Blitz,Gauteng,Male,Coloured,45-54,Saturday,Weekend,Morning,1,1,206,3.43,206,206,206,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Black,55+,Thursday,Weekday,Morning,1,1,470,7.83,470,470,470,1,0,0
kykNET,Western Cape,Male,Coloured,45-54,Tuesday,Weekday,Prime Time,1,1,54,0.9,54,54,54,0,1,0
E! Entertainment,Gauteng,Male,Unknown,25-34,Wednesday,Weekday,Late Night,1,1,68,1.13,68,68,68,0,1,0
Boomerang,Mpumalanga,Male,Black,25-34,Friday,Weekday,Late Night,1,1,2,0.03,2,2,2,0,0,1
Channel O,Mpumalanga,Male,Black,18-24,Tuesday,Weekday,Afternoon,3,3,870,14.5,290,498,123,3,0,0
E! Entertainment,Gauteng,Female,Unknown,25-34,Friday,Weekday,Night,1,1,5160,86,5160,5160,5160,1,0,0
Channel O,Western Cape,Male,Coloured,25-34,Tuesday,Weekday,Prime Time,1,1,60,1,60,60,60,0,1,0
M-Net,Eastern Cape,Male,Black,18-24,Friday,Weekday,Afternoon,1,1,53,0.88,53,53,53,0,1,0
CNN,KwaZulu-Natal,Male,Coloured,55+,Wednesday,Weekday,Late Night,1,1,1480,24.67,1480,1480,1480,1,0,0
Africa Magic,Gauteng,Female,Unknown,25-34,Wednesday,Weekday,Afternoon,1,1,7,0.12,7,7,7,0,0,1
CNN,Limpopo,Male,Indian_asian,25-34,Saturday,Weekend,Night,1,1,18,0.3,18,18,18,0,0,1
Channel O,Unknown,null,Unknown,55+,Sunday,Weekend,Prime Time,2,2,1533,25.55,766.5,1497,36,1,1,0
Boomerang,Northern Cape,Male,Coloured,35-44,Tuesday,Weekday,Afternoon,1,1,455,7.58,455,455,455,1,0,0
Trace TV,Gauteng,Male,Black,18-24,Friday,Weekday,Prime Time,1,1,552,9.2,552,552,552,1,0,0
CNN,Western Cape,Male,Black,45-54,Tuesday,Weekday,Prime Time,1,1,363,6.05,363,363,363,1,0,0
E! Entertainment,Gauteng,Male,Black,25-34,Sunday,Weekend,Morning,3,3,830,13.83,276.67,348,184,3,0,0
DStv Events 1,Eastern Cape,Female,White,35-44,Saturday,Weekend,Late Night,1,1,45,0.75,45,45,45,0,1,0
E! Entertainment,Gauteng,Male,Black,25-34,Thursday,Weekday,Morning,1,1,236,3.93,236,236,236,1,0,0
Cartoon Network,Gauteng,Male,Black,18-24,Tuesday,Weekday,Afternoon,1,1,25,0.42,25,25,25,0,0,1
Cartoon Network,Limpopo,Male,White,25-34,Saturday,Weekend,Prime Time,2,2,16,0.27,8,13,3,0,0,2
Channel O,Gauteng,Male,Indian_asian,35-44,Saturday,Weekend,Morning,1,1,1089,18.15,1089,1089,1089,1,0,0
Channel O,Western Cape,Male,Coloured,35-44,Sunday,Weekend,Late Night,2,2,372,6.2,186,273,99,1,1,0
Channel O,Eastern Cape,Male,Coloured,18-24,Sunday,Weekend,Night,1,1,159,2.65,159,159,159,1,0,0
Channel O,Gauteng,Male,Black,18-24,Wednesday,Weekday,Prime Time,2,2,252,4.2,126,207,45,1,1,0
Cartoon Network,Gauteng,Female,White,18-24,Monday,Weekday,Prime Time,1,1,546,9.1,546,546,546,1,0,0
Supersport Live Events,Gauteng,Male,White,35-44,Friday,Weekday,Night,2,2,8476,141.27,4238,6426,2050,2,0,0
SawSee,Gauteng,Male,Indian_asian,35-44,Tuesday,Weekday,Prime Time,1,1,1037,17.28,1037,1037,1037,1,0,0
Africa Magic,Gauteng,Male,Black,25-34,Tuesday,Weekday,Afternoon,4,4,1246,20.77,311.5,1051,6,1,2,1
SuperSport Blitz,Gauteng,Male,Black,35-44,Saturday,Weekend,Night,1,1,186,3.1,186,186,186,1,0,0
SuperSport Blitz,Gauteng,Male,Black,45-54,Monday,Weekday,Late Night,1,1,110,1.83,110,110,110,0,1,0
SawSee,Western Cape,Male,White,55+,Saturday,Weekend,Afternoon,1,1,73,1.22,73,73,73,0,1,0
Supersport Live Events,Gauteng,Male,White,25-34,Saturday,Weekend,Night,2,2,13510,225.17,6755,12220,1290,2,0,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,35-44,Friday,Weekday,Afternoon,4,3,3358,55.97,839.5,1754,8,3,0,1
SuperSport Blitz,Gauteng,Female,Black,25-34,Thursday,Weekday,Prime Time,1,1,106,1.77,106,106,106,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,25-34,Monday,Weekday,Afternoon,2,2,1002,16.7,501,632,370,2,0,0
DStv Events 1,Gauteng,Male,Black,25-34,Saturday,Weekend,Prime Time,1,1,75,1.25,75,75,75,0,1,0
CNN,Gauteng,Male,Coloured,35-44,Thursday,Weekday,Afternoon,2,2,418,6.97,209,350,68,1,1,0
Cartoon Network,Gauteng,Male,Indian_asian,35-44,Tuesday,Weekday,Afternoon,2,2,1726,28.77,863,1530,196,2,0,0
Channel O,Gauteng,Male,Coloured,18-24,Wednesday,Weekday,Prime Time,1,1,81,1.35,81,81,81,0,1,0
Channel O,Mpumalanga,Male,Unknown,18-24,Saturday,Weekend,Afternoon,1,1,243,4.05,243,243,243,1,0,0
kykNET,KwaZulu-Natal,Male,Indian_asian,25-34,Monday,Weekday,Morning,1,1,36,0.6,36,36,36,0,1,0
ICC Cricket World Cup 2011,Western Cape,Male,Coloured,25-34,Wednesday,Weekday,Prime Time,2,2,206,3.43,103,138,68,1,1,0
Supersport Live Events,Limpopo,Male,Black,35-44,Saturday,Weekend,Late Night,1,1,152,2.53,152,152,152,1,0,0
Channel O,Mpumalanga,Male,Black,25-34,Friday,Weekday,Late Night,1,1,171,2.85,171,171,171,1,0,0
Supersport Live Events,Mpumalanga,Male,Indian_asian,25-34,Thursday,Weekday,Prime Time,2,2,2820,47,1410,2472,348,2,0,0
Channel O,KwaZulu-Natal,Male,Black,25-34,Monday,Weekday,Afternoon,2,2,1485,24.75,742.5,1368,117,1,1,0
Africa Magic,Limpopo,Male,Black,35-44,Wednesday,Weekday,Afternoon,2,2,658,10.97,329,656,2,1,0,1
Cartoon Network,KwaZulu-Natal,Male,White,Under 18,Sunday,Weekend,Morning,1,1,68,1.13,68,68,68,0,1,0
Channel O,Eastern Cape,Male,Black,45-54,Sunday,Weekend,Late Night,1,1,75,1.25,75,75,75,0,1,0
Africa Magic,Gauteng,Female,Black,18-24,Tuesday,Weekday,Prime Time,1,1,2,0.03,2,2,2,0,0,1
SuperSport Blitz,Limpopo,Male,Indian_asian,25-34,Sunday,Weekend,Afternoon,2,2,654,10.9,327,562,92,1,1,0
SuperSport Blitz,KwaZulu-Natal,Male,Indian_asian,25-34,Saturday,Weekend,Prime Time,1,1,1186,19.77,1186,1186,1186,1,0,0
Cartoon Network,North West,Male,Black,25-34,Saturday,Weekend,Afternoon,1,1,44,0.73,44,44,44,0,1,0
Vuzu,Gauteng,Male,Coloured,18-24,Monday,Weekday,Afternoon,1,1,11,0.18,11,11,11,0,0,1
Supersport Live Events,Limpopo,Male,Black,35-44,Thursday,Weekday,Night,1,1,44,0.73,44,44,44,0,1,0
Boomerang,Gauteng,Male,Coloured,35-44,Friday,Weekday,Prime Time,1,1,385,6.42,385,385,385,1,0,0
Supersport Live Events,Mpumalanga,Male,Unknown,25-34,Friday,Weekday,Prime Time,3,1,6824,113.73,2274.67,5248,240,3,0,0
Supersport Live Events,Western Cape,Male,Unknown,45-54,Monday,Weekday,Afternoon,1,1,64,1.07,64,64,64,0,1,0
CNN,Gauteng,Male,Black,35-44,Friday,Weekday,Afternoon,1,1,3722,62.03,3722,3722,3722,1,0,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,45-54,Wednesday,Weekday,Afternoon,2,1,8016,133.6,4008,7622,394,2,0,0
CNN,Mpumalanga,Male,Unknown,55+,Sunday,Weekend,Prime Time,1,1,2,0.03,2,2,2,0,0,1
CNN,Eastern Cape,Female,Black,18-24,Monday,Weekday,Late Night,1,1,18,0.3,18,18,18,0,0,1
Trace TV,Gauteng,Male,Black,45-54,Friday,Weekday,Prime Time,1,1,30,0.5,30,30,30,0,1,0
Trace TV,Gauteng,Male,Black,18-24,Friday,Weekday,Night,1,1,33,0.55,33,33,33,0,1,0
E! Entertainment,Western Cape,Male,Coloured,25-34,Saturday,Weekend,Prime Time,1,1,68,1.13,68,68,68,0,1,0
Boomerang,Unknown,null,Unknown,55+,Saturday,Weekend,Late Night,1,1,867,14.45,867,867,867,1,0,0
Trace TV,Limpopo,Female,Black,25-34,Monday,Weekday,Afternoon,1,1,45,0.75,45,45,45,0,1,0
Boomerang,Northern Cape,Male,Black,25-34,Wednesday,Weekday,Morning,1,1,48,0.8,48,48,48,0,1,0
Cartoon Network,KwaZulu-Natal,Male,Indian_asian,45-54,Tuesday,Weekday,Prime Time,1,1,62,1.03,62,62,62,0,1,0
Trace TV,KwaZulu-Natal,Female,Indian_asian,Under 18,Friday,Weekday,Afternoon,1,1,144,2.4,144,144,144,1,0,0
SuperSport Blitz,Free State,Male,Indian_asian,25-34,Thursday,Weekday,Prime Time,1,1,92,1.53,92,92,92,0,1,0
Africa Magic,Western Cape,Female,Unknown,45-54,Thursday,Weekday,Afternoon,1,1,218,3.63,218,218,218,1,0,0
Boomerang,KwaZulu-Natal,Male,Indian_asian,35-44,Friday,Weekday,Late Night,1,1,15,0.25,15,15,15,0,0,1
Africa Magic,Northern Cape,Female,Black,35-44,Tuesday,Weekday,Afternoon,1,1,203,3.38,203,203,203,1,0,0
Trace TV,Western Cape,Male,White,35-44,Saturday,Weekend,Late Night,2,2,114,1.9,57,69,45,0,2,0
SawSee,Gauteng,Male,Indian_asian,25-34,Wednesday,Weekday,Afternoon,1,1,1181,19.68,1181,1181,1181,1,0,0
CNN,Eastern Cape,Male,Black,45-54,Sunday,Weekend,Night,1,1,450,7.5,450,450,450,1,0,0
SuperSport Blitz,Limpopo,Male,Black,35-44,Tuesday,Weekday,Morning,1,1,182,3.03,182,182,182,1,0,0
SawSee,Western Cape,Male,Black,18-24,Wednesday,Weekday,Night,1,1,37,0.62,37,37,37,0,1,0
SawSee,Gauteng,Male,Black,35-44,Wednesday,Weekday,Late Night,1,1,389,6.48,389,389,389,1,0,0
DStv Events 1,Unknown,null,Unknown,55+,Friday,Weekday,Morning,1,1,115,1.92,115,115,115,0,1,0
Channel O,KwaZulu-Natal,Male,Black,35-44,Friday,Weekday,Morning,2,2,156,2.6,78,144,12,1,0,1
CNN,Mpumalanga,Male,White,18-24,Saturday,Weekend,Afternoon,1,1,2,0.03,2,2,2,0,0,1
Trace TV,Limpopo,Male,Black,25-34,Wednesday,Weekday,Prime Time,1,1,624,10.4,624,624,624,1,0,0
Trace TV,KwaZulu-Natal,Male,Indian_asian,35-44,Thursday,Weekday,Prime Time,1,1,1743,29.05,1743,1743,1743,1,0,0
kykNET,Gauteng,Male,Black,45-54,Friday,Weekday,Prime Time,1,1,63,1.05,63,63,63,0,1,0
Channel O,Mpumalanga,Male,Black,25-34,Sunday,Weekend,Morning,1,1,9,0.15,9,9,9,0,0,1
Cartoon Network,Mpumalanga,Male,White,35-44,Thursday,Weekday,Morning,1,1,15,0.25,15,15,15,0,0,1
SuperSport Blitz,Gauteng,Male,Black,25-34,Tuesday,Weekday,Afternoon,1,1,180,3,180,180,180,1,0,0
Supersport Live Events,North West,Male,White,35-44,Wednesday,Weekday,Prime Time,1,1,124,2.07,124,124,124,1,0,0
Boomerang,Western Cape,Male,Coloured,25-34,Tuesday,Weekday,Prime Time,2,2,69,1.15,34.5,51,18,0,1,1
SawSee,KwaZulu-Natal,Male,Black,35-44,Wednesday,Weekday,Afternoon,1,1,457,7.62,457,457,457,1,0,0
Cartoon Network,Gauteng,Male,Indian_asian,25-34,Friday,Weekday,Afternoon,1,1,172,2.87,172,172,172,1,0,0
Cartoon Network,Mpumalanga,Male,White,18-24,Wednesday,Weekday,Afternoon,1,1,23,0.38,23,23,23,0,0,1
Africa Magic,Gauteng,Male,Coloured,35-44,Sunday,Weekend,Night,1,1,24,0.4,24,24,24,0,0,1
Channel O,Mpumalanga,Male,Black,25-34,Thursday,Weekday,Morning,1,1,543,9.05,543,543,543,1,0,0
Cartoon Network,Gauteng,Male,Black,35-44,Friday,Weekday,Night,1,1,22,0.37,22,22,22,0,0,1
Trace TV,Free State,Male,Black,18-24,Sunday,Weekend,Morning,1,1,198,3.3,198,198,198,1,0,0
Channel O,Gauteng,Male,Black,25-34,Wednesday,Weekday,Morning,3,3,1158,19.3,386,597,213,3,0,0
Channel O,Gauteng,Female,Coloured,25-34,Friday,Weekday,Late Night,1,1,162,2.7,162,162,162,1,0,0
E! Entertainment,Free State,Male,White,45-54,Monday,Weekday,Late Night,1,1,172,2.87,172,172,172,1,0,0
Channel O,Western Cape,Female,Coloured,35-44,Tuesday,Weekday,Late Night,1,1,18,0.3,18,18,18,0,0,1
CNN,Gauteng,Male,Indian_asian,35-44,Sunday,Weekend,Afternoon,1,1,83,1.38,83,83,83,0,1,0
Supersport Live Events,Gauteng,Male,Unknown,45-54,Thursday,Weekday,Afternoon,1,1,4,0.07,4,4,4,0,0,1
CNN,Western Cape,Male,White,45-54,Thursday,Weekday,Prime Time,1,1,2099,34.98,2099,2099,2099,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Indian_asian,35-44,Friday,Weekday,Night,1,1,40,0.67,40,40,40,0,1,0
ICC Cricket World Cup 2011,Gauteng,Male,Indian_asian,45-54,Monday,Weekday,Afternoon,2,1,1236,20.6,618,840,396,2,0,0
Trace TV,Gauteng,Male,Black,25-34,Sunday,Weekend,Late Night,1,1,11571,192.85,11571,11571,11571,1,0,0
CNN,Gauteng,Male,Black,18-24,Monday,Weekday,Night,1,1,643,10.72,643,643,643,1,0,0
CNN,Gauteng,Male,Black,18-24,Saturday,Weekend,Afternoon,1,1,148,2.47,148,148,148,1,0,0
ICC Cricket World Cup 2011,Limpopo,Male,Indian_asian,25-34,Monday,Weekday,Night,1,1,72,1.2,72,72,72,0,1,0
E! Entertainment,Gauteng,Male,Unknown,25-34,Tuesday,Weekday,Afternoon,1,1,726,12.1,726,726,726,1,0,0
E! Entertainment,Unknown,null,Unknown,55+,Thursday,Weekday,Late Night,1,1,64,1.07,64,64,64,0,1,0
Channel O,Gauteng,Male,Black,55+,Tuesday,Weekday,Morning,1,1,1050,17.5,1050,1050,1050,1,0,0
Boomerang,Western Cape,Male,Coloured,25-34,Thursday,Weekday,Afternoon,1,1,15,0.25,15,15,15,0,0,1
ICC Cricket World Cup 2011,Limpopo,Male,Black,35-44,Wednesday,Weekday,Afternoon,2,1,1614,26.9,807,1186,428,2,0,0
Supersport Live Events,Western Cape,Female,Coloured,25-34,Monday,Weekday,Morning,1,1,180,3,180,180,180,1,0,0
Channel O,Gauteng,Male,Black,25-34,Sunday,Weekend,Night,2,2,1860,31,930,1641,219,2,0,0
Africa Magic,North West,Female,Black,35-44,Friday,Weekday,Night,1,1,570,9.5,570,570,570,1,0,0
Vuzu,Western Cape,Female,Coloured,35-44,Tuesday,Weekday,Afternoon,1,1,13,0.22,13,13,13,0,0,1
Trace TV,Western Cape,Male,Black,25-34,Monday,Weekday,Morning,1,1,564,9.4,564,564,564,1,0,0
CNN,Gauteng,Male,Black,18-24,Friday,Weekday,Afternoon,1,1,78,1.3,78,78,78,0,1,0
DStv Events 1,North West,Male,Black,25-34,Thursday,Weekday,Night,1,1,125,2.08,125,125,125,1,0,0
Supersport Live Events,Western Cape,Female,White,25-34,Tuesday,Weekday,Prime Time,2,1,222,3.7,111,216,6,1,0,1
Trace TV,Eastern Cape,Male,Black,18-24,Thursday,Weekday,Prime Time,1,1,492,8.2,492,492,492,1,0,0
Channel O,Free State,Male,Black,18-24,Tuesday,Weekday,Morning,1,1,1950,32.5,1950,1950,1950,1,0,0
Cartoon Network,Gauteng,Male,Black,25-34,Sunday,Weekend,Morning,2,2,147,2.45,73.5,78,69,0,2,0
Channel O,Gauteng,Male,Coloured,18-24,Saturday,Weekend,Night,2,1,483,8.05,241.5,282,201,2,0,0
E! Entertainment,Gauteng,Male,White,25-34,Friday,Weekday,Late Night,1,1,174,2.9,174,174,174,1,0,0
Supersport Live Events,Western Cape,Male,Coloured,18-24,Sunday,Weekend,Prime Time,1,1,96,1.6,96,96,96,0,1,0
Africa Magic,KwaZulu-Natal,Male,Black,35-44,Friday,Weekday,Morning,1,1,19,0.32,19,19,19,0,0,1
Supersport Live Events,Gauteng,Male,Unknown,45-54,Saturday,Weekend,Afternoon,1,1,138,2.3,138,138,138,1,0,0
Cartoon Network,Mpumalanga,Male,White,18-24,Friday,Weekday,Night,1,1,36,0.6,36,36,36,0,1,0
SuperSport Blitz,Western Cape,Male,Coloured,55+,Thursday,Weekday,Late Night,1,1,180,3,180,180,180,1,0,0
SuperSport Blitz,Gauteng,Male,Unknown,35-44,Sunday,Weekend,Prime Time,2,2,244,4.07,122,230,14,1,0,1
Channel O,Gauteng,Male,White,18-24,Friday,Weekday,Prime Time,1,1,9,0.15,9,9,9,0,0,1
CNN,Gauteng,Male,Black,25-34,Saturday,Weekend,Afternoon,1,1,21,0.35,21,21,21,0,0,1
SuperSport Live Events,Western Cape,Male,Coloured,35-44,Saturday,Weekend,Prime Time,2,1,226,3.77,113,144,82,1,1,0
SuperSport Blitz,Northern Cape,Male,Coloured,25-34,Saturday,Weekend,Afternoon,1,1,192,3.2,192,192,192,1,0,0
Cartoon Network,Eastern Cape,Male,White,45-54,Friday,Weekday,Morning,1,1,60,1,60,60,60,0,1,0
Boomerang,Gauteng,Male,White,18-24,Monday,Weekday,Late Night,1,1,71,1.18,71,71,71,0,1,0
DStv Events 1,Unknown,null,Unknown,55+,Friday,Weekday,Afternoon,1,1,570,9.5,570,570,570,1,0,0
Supersport Live Events,Unknown,null,Unknown,55+,Thursday,Weekday,Prime Time,1,1,5550,92.5,5550,5550,5550,1,0,0
Trace TV,KwaZulu-Natal,Male,Black,25-34,Sunday,Weekend,Morning,1,1,57,0.95,57,57,57,0,1,0
Boomerang,Eastern Cape,Female,Black,45-54,Wednesday,Weekday,Prime Time,1,1,563,9.38,563,563,563,1,0,0
Supersport Live Events,Gauteng,Male,Black,35-44,Thursday,Weekday,Prime Time,2,2,7860,131,3930,7678,182,2,0,0
Trace TV,Unknown,null,Unknown,55+,Wednesday,Weekday,Morning,1,1,60,1,60,60,60,0,1,0
Channel O,Gauteng,Male,White,18-24,Sunday,Weekend,Morning,1,1,405,6.75,405,405,405,1,0,0
Supersport Live Events,KwaZulu-Natal,Male,Unknown,25-34,Friday,Weekday,Prime Time,1,1,40,0.67,40,40,40,0,1,0
CNN,Eastern Cape,Male,Black,45-54,Monday,Weekday,Night,1,1,229,3.82,229,229,229,1,0,0
ICC Cricket World Cup 2011,Western Cape,Male,White,35-44,Monday,Weekday,Afternoon,2,2,1674,27.9,837,1452,222,2,0,0
ICC Cricket World Cup 2011,KwaZulu-Natal,Male,Indian_asian,18-24,Wednesday,Weekday,Afternoon,2,2,2248,37.47,1124,1762,486,2,0,0
CNN,Gauteng,Male,White,25-34,Tuesday,Weekday,Morning,1,1,269,4.48,269,269,269,1,0,0
Trace TV,Unknown,null,Unknown,55+,Sunday,Weekend,Late Night,1,1,321,5.35,321,321,321,1,0,0
Africa Magic,North West,Male,Black,35-44,Wednesday,Weekday,Morning,1,1,43,0.72,43,43,43,0,1,0
Boomerang,Western Cape,Male,White,25-34,Sunday,Weekend,Afternoon,1,1,183,3.05,183,183,183,1,0,0
Supersport Live Events,Western Cape,Male,White,35-44,Thursday,Weekday,Prime Time,1,1,106,1.77,106,106,106,0,1,0
Africa Magic,Gauteng,Male,Black,35-44,Tuesday,Weekday,Late Night,1,1,2,0.03,2,2,2,0,0,1
Cartoon Network,Gauteng,Male,White,35-44,Saturday,Weekend,Prime Time,1,1,74,1.23,74,74,74,0,1,0
Boomerang,Mpumalanga,Male,Black,25-34,Wednesday,Weekday,Prime Time,1,1,1039,17.32,1039,1039,1039,1,0,0
Supersport Live Events,Western Cape,Male,Unknown,25-34,Friday,Weekday,Afternoon,1,1,2,0.03,2,2,2,0,0,1
CNN,Gauteng,Female,Black,35-44,Thursday,Weekday,Late Night,1,1,1491,24.85,1491,1491,1491,1,0,0
Supersport Live Events,Eastern Cape,Male,White,45-54,Sunday,Weekend,Night,1,1,294,4.9,294,294,294,1,0,0
Boomerang,Western Cape,Male,Coloured,25-34,Sunday,Weekend,Late Night,1,1,111,1.85,111,111,111,0,1,0
Africa Magic,Mpumalanga,Male,Black,45-54,Thursday,Weekday,Afternoon,1,1,23,0.38,23,23,23,0,0,1
Boomerang,Mpumalanga,Male,Black,45-54,Saturday,Weekend,Prime Time,1,1,329,5.48,329,329,329,1,0,0
Cartoon Network,Western Cape,Male,Unknown,25-34,Sunday,Weekend,Afternoon,1,1,88,1.47,88,88,88,0,1,0
Boomerang,Gauteng,Male,Black,18-24,Friday,Weekday,Night,1,1,128,2.13,128,128,128,1,0,0
